stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
CHE8AAEF,4108,CHESTNUT ST & 8TH AVE S EB,EDGEHILL AV & 8TH,36.141666,-86.778257,,,,,,0
8AHARSN,4112,8TH AVE N  & HARRISON ST SB,8TH AV N & HARRISON ST,36.168626,-86.788446,,,,,,0
HAR8AEN,4113,HARRISON ST & 8TH AVE N EB,HARRISON ST & 8TH AV N,36.168492,-86.788412,,,,,,
12ADIVSF,4117,12TH AVE S & DIVISION ST SB,761 12TH AVE & I 40,36.150546,-86.784502,,,,,,0
OAKBULNN,4126,OAKWOOD AVE & BULLOCK AVE NB,,36.215088,-86.753136,,,,,,
WHGRENN,4134,WHITES CREEK PIKE & GREEN LN NB,WHITES CREEK PK & GREEN LN,36.235159,-86.816027,0,,,,,
JAM7AVEN,4136,JAMES ROBERTSON PKWY & 7TH AVE N,,36.168118,-86.785833,,,,,,0
8AVUNINN,4141,8TH AVE N & UNION ST NB,8TH AV N & UNION ST,36.162858,-86.784621,,,,,,
HER10AEN,4145,HERMAN ST & 10TH AVE N EB,HERMAN ST & WARREN ST,36.168599,-86.792855,,,,,,0
ABBANEN,4147,ABBOTT MARTIN RD & BANDYWOOD DR EB,,36.106102,-86.816307,,,,,,
DRDCHASN,4151,DR DB TODD JR BLVD & CHARLOTTE AVE SB,DR D B TODD JR BV & CHARLOTTE AV,36.158142,-86.800279,,,,,,
HARMETEF,4155,HARDING PL & METROPLEX DR EB,HARDING PL & PARMAN PL,36.086689,-86.69518,,,,,,
JAM5AEN,4158,JAMES ROBERTSON PKWY & 5TH AVE N EB,JAMES ROBERTSON PW & 5TH AV N,36.16867,-86.78388,,,,,,
OLDI40NN,4159,OLD HICKORY BLVD & I-40 NB,STATE HWY 251 & ROCKY LN,36.108089,-86.922289,0,,,,,
CLA23AEN,4165,CLARKSVILLE PIKE & 23RD AVE N EB,,36.18414,-86.814736,,,,,,
KINMEAEN,4179,KINGS LN & MEADOW HILL DR EB,,36.220147,-86.825067,,,,,,0
MCSMJ,4184,MT. JULIET STATION,,36.199384,-86.517,0,,,,,0
MCSMS,4185,MARTHA STATION,,36.228922,-86.425777,0,,,,,0
MCSLB,4186,LEBANON STATION,,36.212085,-86.29724,0,,,,,
MCSRVRF,4188,RIVERFRONT STATION,,36.161803,-86.773763,0,,,,,
MCSDONEL,4196,DONELSON STATION,NASHVILLE & EASTERN RR,36.167003,-86.666539,0,,,,,1
MCSHERM,4197,HERMITAGE STATION,,36.190234,-86.605609,0,,,,,1
LEBANDEN,4198,LEBANON PIKE & ANDREW JACKSON PKWY,LEBANON PK,36.215056,-86.598446,,,,,,
SMYPNR,4202,SMYRNA STARS & STRIKES PARK AND RIDE,NOLAN & LOWRY,35.993176,-86.526609,0,,,,,0
MTSU,4204,M.T.S.U. CAMPUS PARKING LOT,,35.850837,-86.370751,0,,,,,
ANDTYLNF,4206,ANDREW JACKSON PKWY & TYLER DR NB,ANDREW JACKSON PW & WEBER RD,36.19749,-86.60845,0,,,,,
ANDRACNN,4207,ANDREW JACKSON PKWY & RACHEL DONELSON PASS NB,ANDREW JACKSON PW & RACHEL DONELSON PA,36.200297,-86.607804,,,,,,
ANDRVWNN,4209,ANDREW JACKSON PKWY & RACHELS VIEW NB,ANDREW JACKSON PW & RACHELS VIEW,36.203505,-86.606656,,,,,,
ANDHIGNN,4210,ANDREW JACKSON PKWY & HIGHLAND VIEW DR NB,ANDREW JACKSON PW & RACHELS TL,36.206709,-86.605582,,,,,,0
ANDALBSF,4211,ANDREW JACKSON PKWY & ALBANY DR SB,ANDREW JACKSON PW & DES MOINES DR,36.210368,-86.600719,0,,,,,
ANDHIGSN,4212,ANDREW JACKSON PKWY & HIGHLAND VIEW DR SB,ANDREW JACKSON PW & HIGHLAND VIEW DR,36.20704,-86.605671,,,,,,
ANDRVISF,4213,ANDREW JACKSON & RACHELS VIEW SB,ANDREW JACKSON PW & RACHELS VIEW,36.203518,-86.606854,,,,,,
ANDTYLSN,4214,ANDREW JACKSON PKWY & TYLER DR SB,ANDREW JACKSON PW & RACHELS VIEW,36.197588,-86.608678,,,,,,
12ACARNN,4216,12TH AVE S & CARUTHERS AVE NB,12TH AV S & CARUTHERS AV,36.125676,-86.789251,,,,,,
MCGSTRWN,4222,MCGAVOCK PIKE & STRATFORD AVE WB,MCGAVOCK PK & STRATFORD AV,36.208029,-86.716987,,,,,,
PREWILNN,4241,PREMIER DR & WILCLAY DR NB,PREMIER DR & 48TH AV N,36.144455,-86.880236,,,,,,1
21ASCASM,4242,21ST AVE S & SCARRITT PL SB,21ST AV S & UNKNOWN AL,36.145382,-86.799742,,,,,,0
CXICENTE,4243,23RD AVE / CENTENNIAL STATION INBOUND,2257 CHARLOTTE AVE & 23RD AVE,36.155778,-86.80925,0,,,,,1
21WE,4249,21ST AVE PAST WEST END AVE SB,,36.148963,-86.800132,0,,,,,0
BAUBELWF,4271,BAUGH RD & BELLVUE RD WB,805 TODD PREIS DR & BAUGH RD,36.068963,-86.941707,,,,,,0
NXOJOYNR,4280,JOYNER STATION OUTBOUND,NOLENSVILLE PK & JOYNER AV,36.116571,-86.748178,,,,,,
LINWALWM,4281,LINBAR DR & WALLACE RD WB,4916 LINBAR DR,36.083421,-86.703471,,,,,,0
NOLBASNF,4284,NOLENSVILLE PIKE & BASS AVE NB,NOLENSVILLE PK & COTTON LN,36.071618,-86.723594,0,,,,,0
NOLWOONF,4289,WOODYCREST STATION INBOUND,US HWY 31 ALT & WOODYCREST AVE,36.13162,-86.756438,,,,,,0
NXILAFYT,4290,LAFAYETTE STATION INBOUND,2ND AV S & CAMERON ST,36.150359,-86.76764,,,,,,1
NOLMCMNN,4291,NOLENSVILLE PIKE & MCMURRAY DR NB,US HWY 31 ALT & MCMURRAY DR,36.061245,-86.716482,,,,,,0
ANNPREEF,4295,ANNEX AVE & PREMIER DR EB,ANNEX AV & OLD HICKORY BV,36.140711,-86.882851,,,,,,
PORBRANM,4303,PORTER RD & BRANCH ST NB,PORTER RD & TURNER ST,36.194256,-86.725595,,,,,,
PORRIVEN,4304,PORTER RD & RIVERSIDE DR EB,PORTER RD & PORTER AV,36.195265,-86.724159,,,,,,
MCGSTRWM,4307,MCGAVOCK PIKE & STRATFORD AVE WB,MCGAVOCK PK,36.207101,-86.719288,,,,,,
SHE17SWN,4311,SHELBY AVE & S 17TH ST WB,,36.170314,-86.740096,,,,,,
SHE8SWN,4313,SHELBY AVE & S 8TH ST WB,813 SHELBY AVE & 8TH ST S,36.170085,-86.755978,,,,,,0
5SFATNN,4314,S 5TH ST & FATHERLAND ST NB,505 FATHERLAND ST & 5TH ST S,36.169807,-86.763406,,,,,,0
CLAASHSN,4326,CLARKSVILLE PIKE & ASHLAND CITY HWY SB,3707 CLARKSVILLE PIKE & RAMP,36.197941,-86.837791,0,,,,,0
CLAMANSF,4327,CLARKSVILLE PIKE & MANCHESTER AVE S,CLARKSVILLE PK & MANCHESTER AV,36.195143,-86.833784,,,,,,
KINCLAW,4330,KINGS LN & CLARKSVILLE PK WB,KINGS LN & PEWITT RD,36.218661,-86.83646,,,,,,
CRECRESN,4331,CREEKWOOD & CREEKLAND CT SB,,36.216897,-86.846225,,,,,,
CRECRWSN,4333,CREEKWOOD & CREEKWAY CT SB,,36.21387,-86.845942,,,,,,
TIMFAISN,4335,TIMOTHY DR & FAIRVIEW DR SB,,36.212166,-86.844784,,,,,,
17AJACNN,4340,17TH AVE N & JACKSON ST NB,17TH AV N & JACKSON ST,36.166445,-86.803208,,,,,,
44AALBNM,4343,44TH AVE N & ALBION ST NB,44TH AV N & UNKNOWN AL,36.162353,-86.840033,,,,,,
ALBALAWM,4344,ALBION ST & ALAMEDA AVE WB,1068 ALBION ST & ALAMEDA ST,36.161785,-86.835907,,,,,,1
CLIINDEN,4345,CLIFTON AVE & INDIANA AVE EB,,36.157777,-86.829643,,,,,,1
HER16AEN,4347,HERMAN ST & 16TH AVE N EB,HERMAN ST & 16TH AV N,36.165374,-86.800325,,,,,,0
JEF21AEN,4348,JEFFERSON ST & 21ST AVE N EB,JEFFERSON ST & 21ST AV N,36.169007,-86.809693,,,,,,
LISVERNN,4357,LISCHEY AVE & VERNON WINFREY AVE NB,,36.188429,-86.764075,,,,,,
JONDELSM,4358,JONES AVE & DELLWAY DR SB,JONES AV & VERNON WINFREY AV,36.212017,-86.756818,,,,,,
LISRICSM,4359,LISCHEY AVE & RICHARDSON AVE SB,LISCHEY AV & UNKNOWN AL,36.191857,-86.763648,,,,,,
21AFAISN,4363,21ST AVE S & FAIRFAX AVE SB,21ST AV S & MAGNOLIA BV,36.134265,-86.801283,,,,,,
12AASHSF,4364,12TH AVE S & ASHWOOD AVE SB,12TH AV S & ASHWOOD AV,36.128444,-86.789105,,,,,,
GRAKIRSN,4365,GRANNY WHITE PIKE & KIRKWOOD AVE SB,12TH AV S & KIRKWOOD AV,36.120943,-86.790663,,,,,,
DEM10AEM,4372,DEMONBREUN ST & 10TH AVE S,DEMONBREUN ST & 9TH AV S,36.156152,-86.782377,,,,,,
THOEUGEN,4376,THOMPSON LN & EUGENIA AVE EB,,36.110999,-86.754673,,,,,,
CXINVLWS,4385,NASHVILLE WEST STATION INBOUND,6803 CHARLOTTE PIKE & HILLWOOD DR W,36.134441,-86.888456,,,,,,0
LEBQUIEN,4390,LEBANON PIKE & QUINN CR EB,US HWY 70 & LEBANON PIKE,36.159402,-86.703932,0,,,,,
LEBLISWF,4391,LEBANON PIKE & LISA LN  WB,US HWY 70 & LEBANON PIKE,36.159125,-86.704682,0,,,,,
CLAWHASN,4394,CLARKSVILLE PIKE & W. HAMILTON AVE SB,CLARKSVILLE PK & UNKNOWN,36.207831,-86.839921,0,,,,,0
DICOTRSN,4406,DICKERSON PIKE & OLD TRINITY LN SB,DICKERSON PK & OLD TRINITY LN,36.206868,-86.768268,0,,,,,0
MTVCURSN,4408,MT VIEW RD & CURTIS HOLLOW RD SB,,36.051031,-86.651247,,,,,,
MCC4_23,4411,CENTRAL 4TH AVE - BAY 23,UNNAMED & 4TH AVE N,36.16695,-86.78146,0,,0,MTAMCC,,1
MCC4_21,4412,CENTRAL 4TH AVE - BAY 21,MUSIC CITY CENTRAL 4TH CIR & 4TH AVE N,36.16684,-86.78167,0,,0,MTAMCC,,1
MCC4_19,4413,CENTRAL 4TH AVE - BAY 19,UNNAMED & 4TH AVE N,36.16672,-86.78192,0,,0,MTAMCC,,1
MCC4_13,4415,CENTRAL 4TH AVE - BAY 13,UNNAMED & 4TH AVE N,36.16662,-86.78111,0,,0,MTAMCC,,1
MCC4_24,4416,CENTRAL 4TH AVE - BAY 24,UNNAMED & 4TH AVE N,36.16682,-86.78131,0,,0,MTAMCC,,1
MCC4_22,4417,CENTRAL 4TH AVE - BAY 22,UNNAMED & 4TH AVE N,36.16673,-86.7815,0,,0,MTAMCC,,1
MCC4_20,4418,CENTRAL 4TH AVE - BAY 20,UNNAMED & 4TH AVE N,36.1666,-86.78177,0,,0,MTAMCC,,1
MCC4_18,4419,CENTRAL 4TH AVE - BAY 18,MUSIC CITY CENTRAL 4TH CIR & MUSIC CITY CENTRAL 5TH CIR,36.16649,-86.78168,0,,0,MTAMCC,,1
MCC4_14,4421,CENTRAL 4TH AVE - BAY 14,UNNAMED & 4TH AVE N,36.1667,-86.78125,0,,0,MTAMCC,,1
MCC5_6,4422,CENTRAL 5TH AVE - BAY 6,UNNAMED & 5TH AVE N,36.16664,-86.78148,0,,0,MTAMCC,,1
MCC5_1,4423,CENTRAL 5TH AVE - BAY 1,MUSIC CITY CENTRAL 5TH CIR & 5TH AVE N,36.16634,-86.78176,0,,0,MTAMCC,,1
MCC5_8,4425,CENTRAL 5TH AVE - BAY 8,UNNAMED & 5TH AVE N,36.166755,-86.781382,0,,0,MTAMCC,,1
MCC5_5,4428,CENTRAL 5TH AVE - BAY 5,MUSIC CITY CENTRAL 5TH CIR & 5TH AVE N,36.16652,-86.78135,0,,0,MTAMCC,,1
MCC5_2,4429,CENTRAL 5TH AVE - BAY 2,,36.16644,-86.7819,0,,0,MTAMCC,,1
MCC5_7,4430,CENTRAL 5TH AVE - BAY 7,UNNAMED & 5TH AVE N,36.166825,-86.781699,0,,0,MTAMCC,,1
MCC5_11,4431,CENTRAL 5TH AVE - BAY 11,MCC - BAY 11 & 5TH AVE N,36.166602,-86.782166,0,,0,MTAMCC,,1
MCC5_9,4432,CENTRAL 5TH AVE - BAY 9,UNNAMED & 5TH AVE N,36.166709,-86.781953,0,,0,MTAMCC,,1
MCC5_12,4434,CENTRAL 5TH AVE - BAY 12,UNNAMED & 5TH AVE N,36.166552,-86.781861,0,,0,MTAMCC,,1
MCC5_10,4435,CENTRAL 5TH AVE - BAY 10,UNNAMED & 5TH AVE N,36.166647,-86.781648,0,,0,MTAMCC,,1
MCC5_4,4436,CENTRAL 5TH AVE - BAY 4,UNNAMED & 5TH AVE N,36.16656,-86.78166,0,,0,MTAMCC,,1
MURMARNN,4442,MURFREESBORO PIKE & MARTWAY DR NB,2513 MURFREESBORO PIKE & MARTWAY DR,36.078277,-86.642784,,,,,,0
MURSUNEF,4443,MURFREESBORO PIKE & SUNSET ST EB,,36.017932,-86.568408,,,,,,
MURREBWF,4444,MURFREESBORO PIKE & REBECCA WAY WB,,36.018361,-86.568116,,,,,,
VILMOUEF,4447,VILLAGE TRL & MOUND CT EB,VILLAGE TRL & HAWK VIEW CT,36.246878,-86.775413,,,,,,
2ASTONF,4449,2ND AVE & STOCKYARD BLVD NB,2ND AVE N & STOCKYARD ST,36.173053,-86.782071,0,,,,,0
2AVJUNNN,4450,2ND AVE N & JUNIOR GILLIAM WAY NB,997 2ND AVE & JACKSON ST,36.17435,-86.782921,0,,,,,0
2AGAYNM,4451,2ND AVE & GAY ST NB,2ND AVE N & GAY ST,36.169688,-86.779909,,,,,,
LEBFAIWF,4454,LEBANON PIKE & FAIRWAY WB,2364 LEBANON PIKE,36.169031,-86.683471,,,,,,0
6AVDEASN,4455,6TH AVE & DEADERICK ST SB,6TH AVE N & UNION ST,36.16483,-86.782945,,,,,,
LAFEWIEN,4469,LAFAYETTE ST & EWING AVE SB,,36.15333,-86.775805,,,,,,0
SOUPRENN,4478,SOUTH PRECINCT NB,EZELL PIKE & HARDING PL,36.089014,-86.688105,0,,,,,0
HAREZEWF,4488,HARDING PL & EZELL PK WB,HARDING PL & JONQUIL DR,36.089125,-86.689419,,,,,,
HARANTWF,4489,HARDING PL & ANTIOCH PK WB,HARDING PL & ANTIOCH PIKE,36.087288,-86.692935,,,,,,1
HARMETWN,4490,HARDING PL & METROPLEX DR WB,,36.086917,-86.695668,,,,,,
HARANTEN,4497,HARDING PL & ANTIOCH PK EB,HARDING PL & ANTIOCH PIKE,36.087226,-86.692475,,,,,,0
HARLINEF,4498,HARDING PL & LINBAR DR EB,STATE HWY 255 & HARDING PL,36.084396,-86.704816,,,,,,
HARHUMEF,4499,HARDING PL & HUMBER DR EB,HARDING PL & STATE HWY 255,36.081242,-86.714715,,,,,,
GRAMAPNF,4531,GRANNYWHITE PIKE & MAPLEHURST AVE N,,36.104763,-86.79612,,,,,,
GRAGRANN,4532,GRANNY WHITE PIKE & GRANDVIEW DR NB,3811 GRANNY WHITE PIKE & GRANDVIEW DR,36.107568,-86.794045,,,,,,0
KINTIMWN,4533,KINGS LN & TIMOTHY DR WB,KINGS LN & CLARKSVILLE PIKE,36.217683,-86.844656,0,,,,,
1AVSHESN,4535,1ST AVE & SHELBY PED BRIDGE SB,1ST AVE S & #13 ALY,36.161491,-86.77392,,,,,,
WOON1SWF,4540,WOODLAND ST & N 1ST ST WB,,36.168965,-86.772827,,,0,,,0
CHAOLDSF,4541,CHARLOTTE PIKE & OLD CHARLOTTE PIKE SB,US HWY 70 & CHARLOTTE PIKE,36.132657,-86.893688,0,,,,,
MONTVIEW,4542,HWY 70 S & MONTVIEW CONDOS WB,6823 USHY 70S,36.079821,-86.903964,,,,,,0
MCGFERNN,4545,MCGAVOCK PIKE  & FERNBROOK LN NB,MCGAVOCK PIKE & DRIVEWAY,36.18565,-86.676164,,,,,,
MCGFERSF,4551,MCGAVOCK PIKE & FERNBROOK LN SB,MCGAVOCK PIKE & DRIVEWAY,36.185686,-86.676287,,,,,,
GXO7AVEF,4554,MAIN STREET STATION OUTBOUND,809 MAIN ST & NEILL AVE,36.175601,-86.757931,,,,,,1
GXI7AVEN,4555,MAIN STREET STATION INBOUND,811 MAIN ST & NEILL AVE,36.17582,-86.757864,,,,,,0
GXOFIVEF,4556,FIVE POINTS STATION OUTBOUND,158 GALLATIN AVE,36.179433,-86.750111,,,,,,1
GXIFIVEN,4557,FIVE POINTS STATION INBOUND,172 GALLATIN AVE,36.179753,-86.750216,,,,,,1
GXOEASTF,4558,EASTLAND STATION OUTBOUND,706 GALLATIN AVE & EASTLAND AVE,36.184134,-86.748065,,,,,,1
GXIEASTN,4559,EASTLAND STATION INBOUND,,36.183487,-86.748559,,,,,,1
GXODOUGN,4560,DOUGLAS STATION OUTBOUND,1312 GALLATIN AVE & STRAIGHTWAY AVE,36.193224,-86.743976,,,,,,1
GXIDOUGN,4561,DOUGLAS STATION INBOUND,1302 GALLATIN AVE & DOUGLAS AVE,36.192883,-86.744396,,,,,,1
GXOGREEN,4562,GREENFIELD STATION OUTBOUND,3405 GALLATIN PIKE & HOME RD,36.21007,-86.733544,,,0,,,1
GXIGREEF,4563,GREENFIELD STATION INBOUND,3407 GALLATIN PIKE & HOME RD,36.210362,-86.733625,,,,,,1
GXOINGLN,4564,INGLEWOOD STATION OUTBOUND,4338 GALLATIN PIKE & CALVERT ST,36.225893,-86.725344,0,,,,,0
GXIEHILF,4566,EAST HILL STATION INBOUND,,36.203663,-86.738539,,,,,,1
GXIINGF,4567,INGLEWOOD STATION INBOUND,,36.224016,-86.725718,,,,,,1
GXOWALTF,4568,WALTON STATION OUTBOUND,1501 GALLATIN PIKE & WALTON LANE,36.238619,-86.723813,,,,,,
GXIWALTF,4569,WALTON STATION INBOUND,,36.23806,-86.724213,,,,,,1
GXODUEWF,4570,DUE WEST STATION OUTBOUND,1151 GALLATIN PIKE S,36.248649,-86.719778,,,,,,1
GXOEDGEF,4574,EDGEMEADE STATION OUTBOUND,,36.279747,-86.708554,,,,,,0
GXIEDGEN,4575,EDGEMEADE STATION INBOUND,,36.27989,-86.708677,,,,,,0
GXOMYANN,4576,MYATT STATION OUTBOUND,,36.295411,-86.700358,,,,,,0
GXIMYASF,4577,MYATT STATION INBOUND,,36.295703,-86.700551,,,,,,0
GXORIVEN,4578,RIVERGATE STATION OUTBOUND,,36.300827,-86.694508,,,,,,1
GXIRIVEF,4579,RIVERGATE STATION INBOUND,,36.30047,-86.69561,0,,,,,0
GXIDUESN,4585,DUE WEST STATION INBOUND,,36.24887,-86.719915,,,,,,1
BRO12AEF,4588,BROADWAY AVE & 12TH AVE EB,1232 BROADWAY AVE & 12TH AVE,36.15665,-86.787086,0,,,,,0
HILLOMNF,4590,HILLSBORO PIKE & LOMBARDY AVE NB,US HWY 431 & LOMBARDY AVE,36.120879,-86.807759,,,,,,
HENKOHPR,4594,HENDERSONVILLE KOHLS PARK AND RIDE,,36.332904,-86.624374,0,,,,,
MTAMCC,4597,CENTRAL,UNNAMED,36.166527,-86.781468,0,,1,,,0
DOLL,4606,NOLENSVILLE PIKE & HICKORYVIEW DR,,36.048934,-86.713854,,,,,,0
WHALAFNN,4612,WHARF AVE AND LAFAYETTE ST NB,CHARLES E DAVIS BLVD & PERKINS ST,36.148524,-86.762423,0,,,,,
5AVCHANN,4615,5TH AVE & CHARLOTTE AVE NB,5TH AVE N & CHARLOTTE AVE,36.165679,-86.781727,,,,,,
7AVHARNN,4616,7TH & HARRSION NB,708 7TH AVE,36.16854,-86.786736,,,,,,
BRAWIRSF,4621,BRANSFORD AVE & WEST IRIS DR SB,2809 BRANSFORD AVE,36.115572,-86.76656,,,,,,0
GXOMADWG,4627,MADISON STATION OUTBOUND,665 GALLATIN PIKE S & NEELYS BEND RD,36.256502,-86.71411,,,,,,1
GXIMADLB,4628,MADISON STATION INBOUND,,36.257412,-86.714068,,,,,,1
ROWCROWN,4629,ROWAN DR & CROUCH DR WB,,36.219096,-86.817692,,,,,,
LEBCRAEN,4630,LEBANON PIKE & CRAIGMEADE DR EB,LEBANON RD & US HWY 70,36.167908,-86.691479,,,,,,
BRALIGSF,4635,BRANSFORD AVE & LIGON DR SB,BRANSFORD AVE & BERRY RD,36.121755,-86.765561,,,,,,0
4AMCCPLZ,4655,4TH AVE & MCC PLAZA,RAMP & 4TH AVE N,36.167286,-86.781334,,,,,,0
HAR5AEN,4658,HARRISON ST & 5TH AVE EB,,36.170108,-86.784722,,,,,,0
12ALAUNN,4675,12TH AVE & LAUREL ST NB,12TH AVE S & LAUREL ST,36.15358,-86.785484,,,,,,
BRAHEANF,4679,BRANSFORD AVE & HEATHER PL NB,,36.113067,-86.766875,,,,,,0
POWPOWSN,4682,POWELL AVE & POWELL PL SB,,36.108423,-86.765856,,,,,,
ARDMcGSW,4685,ARDEE AVE & MCGAVOCK PIKE SB,1480 ARDEE AVE,36.2104,-86.714225,,,,,,
CHTWRSSE,4687,CHEYENNE BLVD SENIOR TOWERS,,36.254719,-86.672748,,,,,,
OHRIOVSW,4691,OLD HICKORY BLVD PAST RIO VISTA WB,,36.262388,-86.680929,,,,,,
BAPHAYN,4693,BAPTIST WORLD CENTER DR. & HAYNES MEADE CIR NB,,36.202481,-86.788702,,,,,,
NEEHOWEN,4695,NEELYS BEND RD & HOWSE AVE EB,,36.253312,-86.698326,,,,,,0
NEENEEEF,4696,NEELYS BEND RD & NEELYS CHASE DR EB,,36.254815,-86.702031,,,,,,0
NEEJAPEF,4698,NEELYS BEND RD & JASPERSON DR EB,,36.247943,-86.682633,,,,,,0
CHECHENN,4703,CHEYENNE BLVD & CANTON PASS NB,,36.249422,-86.669994,0,,,,,
CHEMANNN,4704,CHEYENNE BLVD & HIDDEN ACRES APTS NB,,36.256277,-86.674733,,,,,,
SANLONNN,4709,SANDHURST DR & LONDON BRIDGE RD NB,,36.261064,-86.678101,,,,,,
OLDFARWN,4710,OLD HICKORY BLVD & FARRIS AVE WB,,36.262974,-86.687982,,,,,,
OLDMYAWN,4711,E OLD HICKORY BLVD & MYATT DR WB,61 MYATT DR & RANDY RD,36.263139,-86.690288,0,,,,,0
OLD3AVWM,4720,OLD HICKORY & 3RD AVE,215 OLD HICKORY BLVD E,36.262587,-86.708398,,,,,,0
MYADUPNN,4721,MYATT DR & N DUPONT AVE NB,,36.266404,-86.689977,,,,,,
ARCANDNN,4722,ARCHWOOD DR & ANDERSON LN NB,,36.271947,-86.687387,,,,,,
DUPSEAWN,4725,N DUPONT AVE & SEALEY DR WB,,36.267823,-86.701859,,,,,,
DELSTRSN,4726,DELAWARE AVE & SR 45 SB,,36.26412,-86.704469,,,,,,
GALMAPSN,4728,GALLATIN PIKE S & MAPLE ST SB,,36.261326,-86.712671,,,,,,1
DUPARCEN,4729,N DUPONT AVE & ARCHWOOD DR EB,,36.266161,-86.686945,,,,,,
ARCROONN,4730,ARCHWOOD DR & ROOSEVELT AVE NB,,36.268035,-86.685999,,,,,,
CXINGULC,4731,11TH AVE / N GULCH STATION INBOUND,1079 CHARLOTTE AVE,36.162375,-86.789787,0,,,,,1
OLD3AVEN,4736,OLD HICKORY BLVD & 3RD AVE EB,235 OLD HICKORY BLVD E & 3RD AVE,36.262534,-86.707648,,,,,,0
ANDMCAWN,4737,ANDERSON LN & MCARTHUR DR WB,,36.272253,-86.690438,,,0,,,0
OLD4AVWF,4738,OLD HICKORYBLVD  & 4TH AVE EB,,36.26279,-86.705695,,,,,,0
MURKNIWF,4742,MURFREESBORO PIKE & KNIGHT VALLEY DR WB,1442 MURFREESBORO PIKE & MCGAVOCK PIKE,36.112996,-86.688761,0,,,,,0
SPFD1PNR,4750,SPRINGFIELD DOWNTOWN PARK AND RIDE,,36.507216,-86.886086,0,,,,,
SPFD2PNR,4751,SPRINGFIELD WALMART PARK AND RIDE,,36.483692,-86.887631,0,,,,,
JOELPNR,4752,JOELTON PLAZA PARK AND RIDE,,36.321196,-86.867084,0,,,,,
3ACOFSF,4813,3RD AVE N & COFFEE ST SB,3RD AV N,36.186974,-86.793597,0,,,,,
EDG12AEF,4821,EDGEHILL AVE & 12TH AVE S EB,,36.142653,-86.786636,0,,,,,
31AWESSF,4822,31ST AVE & WEST END AVE SB,,36.141776,-86.815005,,,,,,0
WED21AEF,4823,WEDGEWOOD AVE & 21ST AVE EB,,36.13746,-86.800216,,,,,,0
DWMRT,4824,DICKERSON RD WAL MART,,36.244207,-86.760509,,,,,,1
BRO10AEN,4825,BROADWAY & 10TH AVE EB,937 ,36.157678,-86.78468,0,,0,,,0
NOLWELSF,4829,WALMART STATION OUTBOUND,4046 NOLENSVILLE PIKE & WELSHWOOD DR,36.082341,-86.727342,0,,,,,0
HERLINSN,4831,HERMITAGE AVE & LINDSLEY AVE SB,,36.154948,-86.76389,,,,,,
ACOMASNF,4832,ACORN DR & MASSMAN DR NB,,36.154034,-86.701612,,,,,,
ELMACOEN,4833,ELM HILL PIKE & ACORN DR EB,,36.150256,-86.70008,,,,,,
31AWELEN,4834,31ST AVE & WELLINGTON AVE EB,,36.139709,-86.813339,,,,,,
31AWELWF,4835,31ST AVE & WELLINGTON AVE WB,,36.139736,-86.813305,,,,,,
31ANATEN,4836,31ST AVE & NATCHEZ TRC EB,,36.138647,-86.810871,,,,,,0
BLA25AEN,4837,BLAKEMORE AVE & 25TH AVE S EB,,36.138211,-86.807159,,,,,,
BLA24AEN,4838,BLAKEMORE AVE & 24TH AVE S EB,,36.137997,-86.805062,,,,,,
BLA23AEN,4839,BLAKEMORE AVE & 23RD AVE S EB,,36.137809,-86.803167,,,,,,
WED18AWN,4842,WEDGEWOOD AVE & 18TH AVE S WB,,36.137212,-86.796865,,,,,,
WED21AWN,4843,WEDGEWOOD AVE & 21ST AVE S WB,,36.137605,-86.800191,,,,,,0
BLA23AWN,4844,BLAKEMORE AVE & 23RD AVE S WB,,36.137872,-86.803089,,,,,,0
BLA25AWN,4845,BLAKEMORE AVE & 25TH AVE S WB,,36.138273,-86.807058,,,,,,
BLANATWN,4846,BLAKEMORE AVE & NATCHEZ TRC WB,,36.138701,-86.810781,,,,,,
31AVANWF,4847,31ST AVE & VANDERBILT PL WB,,36.141531,-86.814575,,,,,,0
BLA24AWF,4848,BLAKEMORE AVE & 24TH AVE S WB,,36.138104,-86.805545,,,,,,
SPRHLPNR,4859,SPRING HILL KROGER PARK AND RIDE,,35.7416,-86.892874,0,,,,,0
21ABROSF,4861,21ST AVE & BROADWAY AVE SB,21ST AVE S & BROADWAY,36.147948,-86.799364,,,,,,
EDGMAGEN,4862,EDGEHILL AVE & MAGNOLIA CIR,,36.143989,-86.799031,,,,,,
WED17AWN,4864,WEDGEWOOD AVE & 17TH AVE WB,WEDGEWOOD AVE & MAGNOLIA BLVD,36.136825,-86.795508,,,0,,,0
DOVDICWF,4866,DOVERSIDE DR & DICKERSON PIKE WB,,36.24406,-86.757403,,,,,,0
DICDOVSN,4867,DICKERSON PIKE & DOVERSIDE DR SB,,36.244199,-86.756731,,,,,,
OLDCE_SN,4881,OLD HICKORY BLVD & CENTRAL PIKE  SB,,36.173863,-86.602327,,,,,,
OLDCENNF,4882,OLD HICKORY BLVD & CENTRAL PIKE NB,5680 OLD HICKORY BLVD & CENTRAL PIKE,36.174008,-86.602076,0,,,,,0
NOLWELNN,4908,WALMART STATION INBOUND,,36.082032,-86.726914,,,,,,1
