stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
WESLEOEN,2034,WEST END AVE  & LEONARD AVE EB,,36.132893,-86.829728,0,,,,,
WES440EM,2038,WEST END AVE & I-440 RAMP EB,WEST END AVE & MURPHY RD,36.138301,-86.820055,,,,,,0
WES440WN,2040,WEST END AVE & I-440 RAMP WB,,36.138604,-86.820053,,,,,,0
WESWILEN,2044,WEST END & WILSON BLVD EB,3918 WEST END AVE & MAYFAIR RD,36.131239,-86.834654,0,,,,,0
WESWILWM,2046,WEST END AVE & WILSON BLVD WB,WEST END AV & WILSON BV,36.131505,-86.834269,,,,,,0
HARWOOEN,2048,HARDING PIKE & WOODLAWN DR EB,HARDING PK & WOODLAWN DR,36.127376,-86.844011,,,,,,
WHALAFSF,2050,WHARF AVE AND LAFAYETTE ST SB,WHARF AV & PERKINS ST,36.148211,-86.762682,0,,,,,
WHIBURNN,2053,WHITE BRIDGE PIKE & BURGESS AVE NB,WHITEBRIDGE RD & BURGESS AVE,36.144663,-86.857809,,,,,,0
WHICHASF,2054,WHITE BRIDGE PIKE & CHARLOTTE SHONE,375 WHITE BRIDGE PIKE,36.149179,-86.858044,,,,,,0
WHICORNN,2055,WHITE BRIDGE PIKE & CORBETT LN NB,WHITE BRIDGE PK & CORBETT LN,36.143085,-86.857569,,,,,,
WHICORSF,2056,WHITE BRIDGE PIKE & CORBETT LN SB,WHITE BRIDGE & CORBITT,36.143101,-86.8578,,,,,,
WHIFRANN,2058,WHITES CREEK PIKE & FRANCIS ST NB,WHITES CREEK PK & FRANCIS ST,36.213771,-86.799842,,,,,,
WHIKNONF,2063,WHITE BRIDGE PIKE & KNOB RD NB,205 WHITE BRIDGE PIKE,36.13828,-86.857519,0,,,,,0
WHIKNOSN,2064,WHITE BRIDGE PIKE & KNOB DR SB,WHITE BRIDGE PK & KNOB RD,36.137973,-86.857829,,,,,,
WHIMALSF,2068,WHITES CREEK PIKE & MALTA DR SB,,36.216458,-86.802178,,,,,,0
WHIMOONN,2070,WHITES CREEK PIKE & MOORMANS ARM RD,WHITES CREEK PK & MOORMANS ANN RD,36.21818,-86.803446,,,,,,0
WHIMOOSN,2071,WHITES CREEK PIKE  MOORMAN'S ARM RD,,36.218387,-86.803708,,,,,,0
WHIVINSF,2072,WHITE BRIDGE PIKE & VINE RIDGE DR SB,109 WHITE BRIDGE PIKE,36.133241,-86.858142,0,,,,,0
WHIPOSNN,2074,WHITE BRIDGE PIKE & POST RD NB,WHITE BRIDGE PK & POST RD,36.127999,-86.851772,,,,,,0
WHIPOSSN,2075,WHITE BRIDGE PIKE & POST RD SB,WHITE BRIDGE PK & POST RD,36.128043,-86.852227,,,,,,0
WHIREVNF,2079,WHITES CREEK PIKE & REVELS DR NB,WHITES CREEK PK & REVELS DR,36.22152,-86.804949,0,,,,,0
WHITONSN,2083,WHITES CREEK PIKE & TONEY RD SB,2209 WHITES CREEK PIKE & TONEY RD,36.208433,-86.793774,,,,,,0
WHIVINNN,2084,WHITE BRIDGE PIKE & VINERIDGE DR NB,113 WHITE BRIDGE PIKE,36.133821,-86.858048,0,,,,,0
WHILUZNF,2085,WHITES CREEK PIKE & LUZON ST NB,US HWY 431 & LUZON ST,36.210243,-86.796294,,,,,,0
WHIAVASN,2086,WHITES CREEK PIKE & AVALON DR SB,WHITES CREEK PK & AVALON DR,36.212314,-86.798685,,,,,,
WHIWNSF,2087,WHITES CREEK PIKE & W NOCTURNE DR SB,,36.211304,-86.797421,0,,,,,0
WHIWTRSN,2088,WHITES CREEK PIKE & W TRINITY LN SB,2032 WHITES CREEK PIKE & W TRINITY LN,36.207264,-86.791943,0,,,,,0
WOON1SEN,2100,WOODLAND ST & S 1ST ST EB,129 WOODLAND ST & 1ST ST S,36.168895,-86.772367,0,,0,,,0
WOO5SEN,2102,WOODLAND ST & S 5TH ST EB,485 WOODLAND ST & 5TH ST S,36.171733,-86.764915,,,,,,0
CHALELEM,2122,CHARLOTTE PIKE & LELLYETT ST EB,CHARLOTTE PK & OCEOLA AV,36.148932,-86.863642,,,,,,
SHABELWN,2133,SHACKLEFORD RD & BELMONT BLVD WB,1588 SHACKLEFORD RD & BELMONT BLVD,36.101328,-86.801922,,,,,,0
MEIGS,2135,MEIGS MAGNET SCHOOL,,36.176017,-86.760399,,,,,,
HEAD,2149,HEAD MIDDLE SCHOOL,20TH AV N & PEARL ST,36.158034,-86.804426,,,,,,
HBHS,2152,HILLSBORO TRANSIT CENTER,3817 HILLSBORO PIKE & GREEN HILLS VLG,36.107575,-86.812719,,,,,,0
EDGHILEN,2156,EDGEHILL AVE & HILLSIDE AVE EB,EDGEHILL AV & 9TH AV S,36.141894,-86.781221,0,,,,,
WALMARTC,2164,WALMART,PARKING LOT & 6TH AVE N,36.132167,-86.906837,,,,,,0
MLK,2187,MARTIN LUTHER KING SCHOOL,1702 JO JOHNSTON AVE & 17TH AVE,36.161272,-86.800248,,,,,,0
MADTOWE,2191,MADISON TOWERS,N DUPONT AV,36.267491,-86.699097,,,,,,
ELMACONN,2202,ELM HILL PIKE & ACORN DR NB,ELM HILL PK & ACORN DR,36.150156,-86.700202,,,,,,0
BNA,2204,NASHVILLE INTERNATIONAL AIRPORT,BNA PARK DR,36.130815,-86.666128,0,,,,,0
CHEMARWM,2206,CHESTNUT ST & MARTIN ST WB,CHESTNUT ST & HUMPHREYS ST,36.14307,-86.770883,,,,,,
BRACRASN,2207,BRANSFORD AVE & CRAIGHEAD ST SB,,36.126148,-86.766278,,,,,,
PEARL,2211,PEARL COHN,,36.164228,-86.815995,,,,,,0
BORHOSP,2226,METRO BORDEAUX HOSPITAL,1016 CAMILLA CALDWELL LN,36.181248,-86.847705,,,,,,0
SKYLINE,2233,SKYLINE MEDICAL CENTER WB,RAMP,36.244647,-86.749565,,,,,,0
MTA,2239,METROPOLITAN TRANSIT AUTHORITY,,36.157604,-86.756053,,,,,,0
OCANOLEN,2477,OCALA DR & NOLENSVILLE PIKE EB,,36.051442,-86.714537,,,,,,
TRIHAWM,2496,TRINITY LN & HAMPTON ST WB,331 W TRINITY LN,36.20684,-86.78005,,,,,,0
OLDSIL,2500,OLD MATTHEWS RD & SILAS DR NB,,36.216539,-86.789405,,,,,,
EWICLAEN,2501,EWING DR & CLAYMILLE BLVD EB,EWING DR & CLAYMILLE BV,36.231823,-86.801777,,,,,,
EWIVISEN,2502,EWING DR & VISTA LN EB,,36.23144,-86.795793,,,,,,
TRIHAMEN,2505,W TRINITY LN & HAMPTON ST EB,327 W TRINITY LN,36.20662,-86.77985,,,,,,0
BRIWEASN,2506,BRICK CHURCH PIKE & WEAKLEY AVE SB,BRICK CHURCH PK & WEAKLEY AV,36.198242,-86.77699,,,,,,
ARTS,2510,ARTS MAGNET SCHOOL,ARTS SCHOOL RD & 2ND AVE S,36.131395,-86.7404,,,,,,
NOLBASSN,2511,NOLENSVILLE PIKE & BASS AVE SB,NOLENSVILLE PK & BASS AV,36.071087,-86.72347,0,,,,,0
GALWMRT,2512,WALMART GALLATIN PIKE,,36.307973,-86.685963,,,,,,1
GALPETNN,2549,GALLATIN AVE & PETWAY AVE NB,,36.186484,-86.747091,,,,,,
GALWILNN,2562,GALLATIN PIKE & WILEY ST NB,N GALLATIN PK & WILEY ST,36.269054,-86.710519,,,,,,0
GALNESSN,2569,N GALLATIN PIKE & NESBITT LN SB,GALLATIN PIKE N & NESBITT LN,36.273031,-86.710283,,,,,,0
GALPETSN,2579,GALLATIN AVE & PETWAY AVE,,36.186758,-86.747165,,,,,,
MAIMCFWN,2580,MAIN ST & MCFERRIN AVE WB,921 MAIN ST & MCFERRIN AVE,36.176783,-86.755336,,,,,,0
LAF5AEN,2588,GREYHOUND STATION - LAFAYETTE ST & 5TH AVE S,LAFAYETTE ST & 5TH AV S,36.152481,-86.773315,,,,,,
MURTOWEF,2593,MURFREESBORO PIKE & TOWN PARK DR EB,1708 MURFREESBORO PIKE & TOWN PARK DR,36.102724,-86.665866,,,,,,0
LAF5AWN,2604,LAFAYETTE ST & 5TH AVE S WB,LAFAYETTE ST & 5TH AV S,36.152481,-86.773181,,,,,,
CHA51AWN,2625,CHARLOTTE AVE & 51ST AVE N WB,5082 CHARLOTTE AVE & 51ST AVE,36.152073,-86.84835,,,,,,0
CXO53AVE,2628,53RD AVE STATION OUTBOUND,5326 CHARLOTTE AVE & MORROW RD,36.151556,-86.852472,0,,,,,1
CXONVLWS,2632,NASHVILLE WEST STATION OUTBOUND,6804 CHARLOTTE PIKE,36.134638,-86.888654,,,,,,1
CXIANNEX,2638,ANNEX STATION INBOUND,6623 CHARLOTTE PIKE,36.138535,-86.88113,,,,,,1
UNI7AEN,2648,UNION ST & 7TH AVE N EB,UNION ST & 7TH AV N,36.163262,-86.783872,,,,,,
6AVDEANN,2649,6TH AVE N & DEADERICK ST NB,6TH AV N & DEADERICK ST,36.16466,-86.782651,,,,,,0
THOMUREF,2652,THOMPSON PL & MURFREESBORO PK EB,,36.126849,-86.710072,0,,,,,
THOPATEF,2653,THOMPSON PL & PATRICIA DR EB,,36.127139,-86.706915,,,,,,
THOCATEN,2654,THOMPSON PL & CATINA DR EB,THOMPSON PL & COARSEY DR,36.127213,-86.704016,,,,,,
THOGOOEN,2655,THOMPSON PL & GOODBAR DR EB,,36.12719,-86.700762,,,,,,
NXOOAKST,2687,OAK STATION OUTBOUND,4TH AV S & OAK ST,36.148469,-86.769085,,,,,,0
NXORAINS,2690,RAINS STATION OUTBOUND,4TH AV S & RAINS AV,36.140507,-86.763861,,,,,,0
NXOMORTN,2697,MORTON STATION OUTBOUND,US HWY 31 ALT & US HWY 41 ALT,36.106158,-86.742904,,,,,,1
NXOVERTS,2700,VERITAS STATION OUTBOUND,US HWY 31 ALT & VERITAS ST,36.098019,-86.738758,,,,,,1
NOLBRESN,2703,NOLENSVILLE  PK & BREWER DR,US HWY 31 ALT & US HWY 41 ALT,36.053735,-86.715196,,,,,,
NXIMORTN,2712,MORTON STATION INBOUND,US HWY 31 ALT & MORTON AVE,36.106591,-86.742863,,,,,,1
NXIJOYNR,2714,JOYNER STATION INBOUND,US HWY 31 ALT & JOYNER AVE,36.116385,-86.747836,,,,,,1
WALWILEF,2732,WALLACE RD & WILLARD DR EB,,36.079939,-86.703564,,,,,,
WALLINWF,2733,WALLACE RD & LINBAR DR WB,,36.081379,-86.702372,,,,,,0
LINWALEN,2734,LINBAR DR & WALLACE RD,LINBAR DR & LARGO DR,36.083418,-86.704722,,,,,,
CXO17AVE,2739,17TH AVE STATION OUTBOUND,CHARLOTTE AV & 17TH AV N,36.158972,-86.798028,0,,,,,1
CLASHASN,2747,CLARKSVILLE PIKE & S HAMILTON RD SB,CLARKSVILLE PK & BUENA VISTA PK,36.193698,-86.831449,,,,,,
COUDOANN,2748,COUNTY HOSPITAL RD & DOAK AVE NB,,36.191285,-86.835779,,,,,,0
COUDOAWM,2749,COUNTY HOSPITAL RD & DOAK AVE WB,,36.192437,-86.834602,,,,,,
CAMCOUNN,2751,CAMILLA CALDWELL LN & COUNTY HOSPIT,CAMILLA CALDWELL LN & COUNTY HOSPITAL RD,36.182529,-86.847711,,,,,,
COUHOSEN,2752,COUNTY HOSPITAL RD & HOSPITAL LN EB,1449 COUNTY HOSPITAL RD & HOSPITAL LN,36.182501,-86.84584,,,,,,1
COUHYDNN,2753,COUNTY HOSPITAL RD & HYDES FERRY RD NB,,36.189409,-86.83773,,,,,,
JOHASHEN,2756,JOHN MALLETTE DR & ASHTON AVE EB,,36.194535,-86.837139,0,,,,,0
CLA24AEN,2761,CLARKSVILLE PIKE & 24TH AVE N EB,CLARKSVILLE PK & 24TH AV N,36.184729,-86.815769,,,,,,0
BUC22AEN,2764,BUCHANAN ST & 22ND AVE N EB,2204 BUCHANAN ST,36.180139,-86.813724,0,,,,,0
BUC16AEN,2766,BUCHANAN ST & 16TH AVE N EB,BUCHANAN ST & 16TH AV N,36.179972,-86.809573,0,,0,,,1
8AHARNN,2771,8TH AVE N & HARRISON ST NB,8TH AV N & HARRISON ST,36.168536,-86.788255,,,,,,
BUCDBTWN,2775,BUCHANAN ST & DR D B TODD JR BLVD WB,1690 BUCHANAN ST & DR DB TODD JR BLVD,36.180123,-86.810917,,,,,,0
HAMHYDWN,2779,S HAMILTON RD & N HYDES FERRY RD WB,S HAMILTON RD & CLARKSVILLE HWY,36.192831,-86.832144,,,,,,
JOHASHWF,2782,JOHN MALLETTE DR & ASHTON AVE WB,3474 JOHN MALLETTE DR & ASHTON AVE,36.194509,-86.836841,0,,,,,0
CLAABESN,2844,CLARKSVILLE PIKE & ABERNATHY RD SB,CLARKSVILLE PK & ABERNATHY RD,36.203239,-86.840636,,,,,,
HARDAVWF,2846,HARDING PIKE & DAVIDSON RD WB,,36.114773,-86.861586,,,,,,0
H70VOSWN,2848,HIGHWAY 70 S & VOSSLAND DR WB,STATE HWY 1 & MEMPHIS BRISTOL HWY,36.096467,-86.877528,,,,,,
H70BROSN,2849,HWY 70 S & BROOK HOLLOW RD WB,HIGHWAY 70 S & BROOK HOLLOW RD,36.094568,-86.881598,,,,,,
H70VAUWN,2850,HWY 70 S & VAUGHNS GAP RD WB,HIGHWAY 70 S & VAUGHNS GAP RD,36.092753,-86.885343,,,,,,
H70PERWN,2852,HWY 70S & PERCY WARNER BLVD WB,6596 USHY 70S & PERCY WARNER BLVD,36.084946,-86.89458,,,,,,0
H70CHIWN,2855,HWY 70 S & CHIMNEY HILL WB,7015 USHY 70S & CHIMNEY HL,36.076287,-86.915851,,,,,,0
TODBELEN,2863,TODD PRIES DR & BELLEVUE RD EB,TODD PREIS DR & BELLEVUE RD,36.068821,-86.941555,,,,,,
H70CAREF,2868,HWY 70 S & CARNAVON PKWY EB,,36.08968,-86.890848,,,,,,0
H70VAUEN,2869,HWY 70 S & VAUGHN'S GAP RD EB,HIGHWAY 70 S & VAUGHNS GAP RD,36.092459,-86.885503,,,,,,
H70BROE,2870,HWY 70 S & BROOK HOLLOW RD EB,HIGHWAY 70 S & BROOK HOLLOW RD,36.09421,-86.881912,,,,,,
H70PEREN,2871,HWY 70 S & PERCY WARNER BLVD EB,HIGHWAY 70 S & PERCY WARNER BV,36.096224,-86.877722,,,,,,
HARCLAEN,2874,HARDING PIKE & CLAREDON AVE EB,HARDING PK & CLARENDON AV,36.114288,-86.861833,,,,,,
LEBDISEF,2914,LEBANON PIKE & DISPAYNE DR EB,,36.172506,-86.649527,,,,,,
LEBMEDEF,2915,LEBANON PIKE & MEDICAL DR EB,LEBANON RD & WELLINGTON SQ,36.176823,-86.645222,,,,,,
8AVDOUSF,2917,8TH AVE & DOUGLAS AVE SB,8TH AV S & S DOUGLAS AV,36.131361,-86.778931,,,,,,
FRACRASF,2919,FRANKLIN PK & CRAIGHEAD ST SB,US HWY 31 & STATE HWY 6,36.125798,-86.777029,,,,,,
GRAEXCSM,2931,GRANNY WHITE PK & EXCELLA PL MB,3841 GRANNY WHITE PIKE,36.107131,-86.794446,,,,,,0
8ACHENN,2944,8TH AVE S & CHESTNUT ST NB,US HWY 31 & 8TH AVE S,36.141543,-86.778565,,,,,,
8ADRENN,2946,8TH AVE S & DREXELL ST NB,8TH AV S & DREXEL ST,36.152723,-86.779259,,,,,,0
BRIRICNN,2952,BRICK CHURCH PIKE & RICHMOND HILL D,BRICK CHURCH PK & RICHMOND HILL DR,36.235746,-86.781093,,,,,,
DICLORSN,2956,DICKERSON PK & LORRAINE AVE SB,,36.217766,-86.763171,,,,,,
DICROCSF,2958,DICKERSON PIKE & ROCK ST SB,DICKERSON PK & ROCK ST,36.213706,-86.764598,,,,,,0
DICDONSN,2959,DICKERSON PK & DONALD ST SB,,36.211723,-86.765295,,,,,,
DICWESNF,2963,DICKERSON PIKE & WESTCHESTER DR N,3810 DICKERSON PIKE,36.263815,-86.757127,,,,,,0
21SBLASF,2984,21ST AVE S & BLAIR SB,21ST AV S & BLAIR BV,36.129996,-86.802285,,,,,,1
21AACKNN,2988,21ST AVE S & ACKLEN AVE NB,21ST AV S & ACKLEN AV,36.135578,-86.800924,0,,,,,0
FAT17SWN,2991,FATHERLAND & S 17TH ST,1707 FATHERLAND ST & 17TH ST S,36.173188,-86.739761,,,,,,0
FAT16SWN,2992,FATHERLAND ST & S 16TH ST NB,192 16TH ST S & FATHERLAND ST,36.173453,-86.742328,,,,,,0
16SWOONN,2995,16TH ST & WOODLAND ST NB,8 16TH ST S & WOODLAND ST,36.176802,-86.741874,,,,,,0
N16ORDNN,2998,N 16TH ST & ORDWAY PL NB,N 16TH ST & OROWAY PL,36.179699,-86.741437,,,,,,
PORFRANM,3001,PORTER RD & FRANKLIN AVE NB,,36.183464,-86.732503,,,,,,
PORMCKNN,3006,PORTER RD & MCKENNEL DR NB,PORTER RD & STRAIGHTWAY AV,36.192917,-86.726639,,,,,,0
16SSTRSN,3034,N 16TH ST & STRATTON AVE SB,N 16TH ST & PORTER RD,36.182324,-86.741177,,,,,,
16SORDSN,3035,N 16TH ST & ORDWAY PL SB,,36.179851,-86.741537,0,,,,,0
16SWOOSN,3037,16TH ST & WOODLAND ST SB,N 16TH ST & PORTER RD,36.177012,-86.741988,,,,,,0
16SFATSN,3040,16TH ST & FATHERLAND ST SB,190 16TH ST S & FATHERLAND ST,36.173512,-86.742468,,,,,,0
JEF17TWN,3052,JEFFERSON ST & 17TH AVE N WB,JEFFERSON ST & 17TH AV N,36.170035,-86.804589,,,,,,
33AALANN,3057,33RD AVE N & ALAMEDA ST NB,33RD AV N & ALBION ST,36.164685,-86.826313,0,,,,,
JEF14AEN,3061,JEFFERSON ST & 14TH AVE N EB,JEFFERSON ST & 14TH AV N,36.170665,-86.801738,,,,,,
HER12AWN,3065,HERMAN ST & 12TH AVE N WB,,36.167232,-86.796321,,,,,,
HER14AWN,3066,HERMAN ST & 14TH AVE N WB,HERMAN ST & 14TH AV N,36.16641,-86.79825,,,,,,
HER17NWN,3067,HERMAN ST & 17TH AVE N WB,,36.164758,-86.802109,,,,,,
CLI33AW,3072,CLIFTON AVE & 33RD AVE N WB,CLIFTON AV & 33rd Ave North,36.159145,-86.824989,,,,,,
CLI39AWN,3073,CLIFTON AVE & 39TH AVE N WB,CLIFTON AV & 39TH AV N,36.157723,-86.830237,,,,,,
CLI40_WN,3075,CLIFTON AVE & 40TH AVE N WB,,36.157159,-86.834129,,,,,,
40ACATNN,3076,40TH AVE N & CATHERINE JOHNSON PKWY NB,40TH AV N & CATHERINE JOHNSON PW,36.158204,-86.834186,,,,,,
ALBALAEN,3079,ALBION ST & ALAMEDA AVE EB,PRESIOR DR & PRESLOR DR,36.161813,-86.835546,,,,,,
ALA39ANN,3080,ALAMEDA ST & 39TH AVE N,ALAMEDA ST & 39TH AV N,36.163543,-86.833819,,,,,,
39AJOHNN,3081,39TH AVE N & JOHN L DRIVER BLVD NB,39TH AV N & JOHN L DRIVER BV,36.165606,-86.83418,,,,,,
TEN51AWM,3085,TENNESSEE AVE & 51ST AVE N WB,TENNESSEE AV & 52ND AV N,36.161002,-86.849615,,,,,,
TEN55AWN,3087,TENNESSEE AVE & 55TH AVE N WB,5490 TENNESSEE AVE & 55TH AVE,36.16084,-86.854201,,,,,,0
TENMORWN,3089,TENNESSEE AVE & MORROW RD WB,TENNESSEE AV & 57TH AV N,36.160713,-86.857962,,,,,,
WAL40AEN,3110,WALTER S DAVIS BLVD & 40TH AVE N EB,CENTENNIAL BLVD & 40TH AVE N,36.164497,-86.838576,,,,,,
DRW39ANN,3111,WALTER S DAVIS BLVD & 39TH AVE N NB,DR WALTER S DAVIS BLVD & UNNAMED STREET,36.166025,-86.835021,,,,,,
39AJOHSN,3112,39TH AVE N & JOHN DRIVER BLVD SB,39TH AV N & JOHN L DRIVER BV,36.165677,-86.834337,,,,,,
39AALASN,3113,39TH AVE N & ALAMEDA ST SB,,36.163749,-86.833864,,,,,,
CLI34AEN,3117,CLIFTON AVE & 34TH AVE N EB,CLIFTON AV & 34TH AV N,36.158492,-86.827075,,,,,,
CLI33AEN,3118,CLIFTON AVE & 33RD AVE N EB,CLIFTON AV & 33RD AV N,36.159029,-86.82509,,,,,,
32ABATNN,3119,32ND AVE N & BATAVIA ST NB,32ND AV N & BATAVIA ST,36.160458,-86.824014,,,,,,
HER27AEN,3123,HERMAN ST & 27TH AVE N EB,2724 HERMAN ST & 27TH AVE,36.16183,-86.81791,0,,,,,2
12ADOUSN,3149,12TH AVE S & S DOUGLAS AVE SB,12TH AV S & S DOUGLAS AV,36.130882,-86.788825,,,,,,
MERWILSN,3169,MERIDIAN ST & WILBURN ST SB,846 MERIDIAN ST & WILBURN ST,36.186071,-86.768216,,,,,,0
MERBERSN,3171,MERIDIAN ST & BERRY ST SB,,36.181242,-86.768992,,,,,,
SPR1SWN,3173,SPRING ST & N 1ST ST WB,,36.17701,-86.774366,,,,,,0
REVROWEF,3179,Revels Dr & Rowan Dr EB,ROWAN DR & REVELS DR,36.222723,-86.809341,0,,,,,
REVWHIEN,3180,REVELS DR & WHITES CREEK PIKE EB,542 REVELS DR,36.221021,-86.80554,0,,,,,0
BAPGOOSN,3181,BAPTIST WORLD CENTER DR & GOOCH ST SB,2092 BAPTIST WORLD CENTER DR & GOOCH ST,36.205894,-86.790681,,,,,,0
BAPSEMSN,3184,BAPTIST WORLD CENTER & SEMINARY SB,BAPTIST WORLD CTR DR & SEMINARY ST,36.20066,-86.786919,0,,,,,0
BAPWEASN,3185,BAPTIST WORLD CENTER  DR & WEAKLEY AVE SB,BAPTIST WORLD CTR DR & WEAKLEY,36.196752,-86.782971,,,,,,0
FERBRIWN,3189,FERN AVE & BRICK CHURCH PK WB,35 FERN AVE & I 24,36.195711,-86.776388,,,,,,0
WHITONWN,3190,WHITES CREEK PIKE & TONEY RD WB,WHITES CREEK PK & TONEY RD,36.208556,-86.793926,,,,,,0
WHINOCWN,3191,WHITES CREEK PIKE & E NOCTURNE DR NB,2390 WHITES CREEK PIKE & NOCTURNE DR E,36.211336,-86.797259,0,,,,,0
ROWCARWN,3192,ROWAN DR & CARVATH DR WB,,36.220705,-86.811294,,,,,,0
10APONNN,3211,10TH AVE N & PONDER PL NB,2292 9TH AVE & 10TH AVE,36.190265,-86.806063,,,,,,1
EDG17AEN,3212,EDGEHILL AVE & 17TH AVE S EB,EDGEHILL AV & 17TH AV S,36.143454,-86.794478,,,,,,
ROSGARSN,3214,ROSA PARKS BLVD & GARFIELD ST SB,1721 ROSA L PARKS BLVD & GARFIELD ST,36.180745,-86.796586,0,,,,,1
21SWESSN,3220,21ST AVE S & WEST END AVE SB,21ST AV N & WEST END,36.15081,-86.801524,,,,,,0
LEBOLDSF,3227,LEBANON PIKE & OLD HICKORY BLVD SB,,36.197061,-86.621058,,,,,,
3AVMADNF,3230,3RD AVE N & MADISON ST NB,3RD AV N & MONROE ST,36.176882,-86.785814,,,,,,
3AVTAYNN,3231,3RD AVE N & TAYLOR ST NB,3RD AV N & TAYLOR ST,36.179259,-86.787365,,,,,,
3ACOFNN,3234,3RD AVE N & COFFEE ST NB,3RD AV N & COFFEE ST,36.186852,-86.793303,,,,,,1
BULJONWN,3266,BULLOCK AVE & JONES AVE,,36.21566,-86.755942,,,,,,
JONJONS,3267,JONES AVE & JONES CIR SB,JONES AV & JONES CR,36.208892,-86.757212,,,,,,
JONTRISN,3268,JONES AVE & E TRINITY LN SB,,36.205337,-86.757676,,,,,,
JONNORNN,3288,JONES AVE & NORTON AVE NB,,36.20725,-86.757426,,,,,,
JONJONF,3289,JONES AVE & JONES CIR NB,JONES AV & JONES CR,36.208884,-86.757078,,,,,,
ELMHENWN,3291,ELM HILL PIKE & HENEY DR WB,ELM HILL PK & HENEY DR,36.151357,-86.671109,,,,,,
ELMARWWF,3292,ELM HILL PK & AIRWAYS CIR WB,ELM HILL PK & AIRWAYS CR,36.152308,-86.681416,,,,,,0
ELMMASEN,3299,ELMHILL PK & MASSMAN DR EB,ELM HILL PK & MASSMAN DR,36.14472,-86.711248,,,,,,
ELMARWEF,3303,ELM HILL PK & AIRWAYS CR EB,2522 ELM HILL PIKE & AIRWAYS CIR,36.151926,-86.680505,,,,,,0
FORFORSF,3320,FOREST PARK & FOREST PARK APARTMENT,FOREST PARK RD & COVENTRY WOODS DR,36.257763,-86.704105,,,,,,0
NEETAHEN,3326,NEELYS BEND RD & TAHLENA AVE EB,,36.25148,-86.691662,,,,,,
NEECANEN,3331,NEELYS BEND RD & CANTON PASS,NEELYS BEND RD & COGGIN PA,36.242883,-86.676689,,,,,,
NEEFOREF,3386,NEELYS BEND RD & FOREST PARK RD EB,511 NEELYS BEND RD & MARGARET ST,36.25534,-86.703941,0,,,,,0
GALCONSF,3445,GALLATIN PK & CONFERENCE DR SB,2054 GALLATIN PIKE N & TWIN HILLS DR,36.30231,-86.692728,,,,,,0
NEERANEN,3538,NEELYS BEND RD & RANDY RD EB,,36.252256,-86.694108,0,,,,,0
BRIWORSN,3566,BRIARVILLE RD & CREATIVE WAY SB,BRIARVILLE RD & CHERON RD RAMP,36.242637,-86.736663,,,,,,0
51AILLNF,3588,51ST AVE N & ILLINOIS AVE NB,ILLINOIS AV & 49TH AV N,36.15788,-86.848785,,,,,,
MORGEOSN,3591,MORROW RD & GEORGIA AVE SB,,36.155318,-86.8529,,,,,,
MORILLSN,3635,MORROW RD & ILLINOIS AVE SB,MORROW RD & UNKNOWN AL,36.157518,-86.853558,,,,,,
3AGARSF,3815,3RD AVE N & GARFIELD ST SB,3RD AV N & GARFIELD ST,36.183033,-86.789923,,,,,,1
8ASDIVNN,3821,8TH AVE S & DIVISION ST NB,US HWY 31 & 8TH AVE S,36.149624,-86.779058,,,,,,
BRO2AWN,3850,BROADWAY AVE & 2ND AVE N WB,BROADWAY & 2ND AV N,36.161991,-86.775075,0,,,,,0
HERPEAWN,3873,HERMITAGE AVE & PEABODY ST WB,HERMITAGE AV & LEA AV,36.157392,-86.770331,,,,,,
HERPEAEN,3874,HERMITAGE AVE & PEABODY ST EB,,36.157514,-86.770794,,,,,,0
WHIPIESN,3960,WHITES CREEK PIKE & PIERPOINT DR SB,WHITES CREEK PK & CLAYMILLE BV,36.213948,-86.800167,,,,,,0
BRIFERSN,3978,BRICK CHURCH PIKE & FERN AVE SB,,36.195857,-86.776757,,,,,,
BAPVASWN,3980,BAPTIST WORLD CENTER DR & VASHTI ST WB,BAPTIST WORLD CTR DR & WILLIS ST,36.194859,-86.779706,,,,,,
BRKFERNN,3988,BRICK CHURCH PIKE & FERN AVE NB,1202 BRICK CHURCH PIKE & FERN AVE,36.195512,-86.776677,,,,,,0
WHIAVANN,4008,WHITES CREEK PIKE & AVALON DR NB,WHITES CREEK PK & AVALON DR,36.212296,-86.798483,,,,,,
LEBDONWN,4066,LEBANON PIKE & DONELSON PIKE WB,2778 LEBANON PIKE & DONELSON PIKE,36.167648,-86.662889,,,,,,0
21ASTASN,4078,21ST AVE N & STATE ST SB,21ST AV N & STATE ST,36.153391,-86.803474,,,,,,
21ACHUSF,4079,21ST AVE N & CHURCH ST SB,21ST AV N & CHURCH ST,36.152174,-86.802546,,,,,,
ROSEPARK,4083,ROSE PARK MAGNET SCHOOL,,36.142642,-86.780897,,,,,,
CXORICHL,4085,46TH AVE/RICHLAND PARK STATION OUTBOUND,4582 CHARLOTTE AVE & 46TH AVE,36.152278,-86.842056,0,,,,,1
N1SOLDNM,4104,N 1ST ST & OLDHAM ST NB,1ST ST N,36.175433,-86.77432,0,,,,,0
CHE4AEN,4107,CHESTNUT ST & 4TH AVE  S EB,CHESTNUT ST & 4TH AV S,36.144846,-86.766756,,,,,,
